,index,store_ID,day_of_week,date,nb_customers_on_day,open,promotion,state_holiday,school_holiday,y_pred
88,273960,95,2,24/09/2013,1099,1,1,0,0,9749.85
89,12104,208,1,28/10/2013,323,1,0,0,0,2095.43
90,361202,249,2,08/07/2014,449,1,0,0,0,3868.675
91,79347,887,3,20/03/2013,614,1,1,0,0,6755.26
92,462803,73,1,28/04/2014,601,1,1,0,1,6393.91
93,141713,13,4,02/04/2015,501,1,1,0,1,5758.08
94,703618,1049,2,03/09/2013,580,1,0,0,1,3346.88
95,308360,144,4,05/02/2015,769,1,1,0,0,8345.35
96,317995,847,3,14/08/2013,1018,1,1,0,1,9602.32
97,364408,796,3,08/05/2013,717,1,0,0,0,6794.23
98,27886,396,4,11/06/2015,1139,1,0,0,0,9788.36
99,706814,1080,7,15/09/2013,0,0,0,0,0,0.0
100,514516,675,5,26/09/2014,338,1,0,0,0,2712.79
101,577373,1099,1,01/12/2014,1236,1,1,0,0,12211.08
102,190561,791,1,11/05/2015,858,1,0,0,0,7068.52
103,92512,1014,2,24/03/2015,1476,1,0,0,0,12159.11
104,565163,487,2,04/11/2014,737,1,1,0,0,8251.15
105,500246,427,3,13/02/2013,701,1,0,0,1,5865.3
106,223708,254,5,14/11/2014,282,1,1,0,0,3497.74
107,555732,43,5,31/01/2014,710,1,0,0,0,6642.92
108,654150,1074,2,09/06/2015,421,1,0,0,0,4355.76
109,558350,549,6,29/06/2013,380,1,0,0,0,3590.555
110,52167,1095,2,08/01/2013,720,1,1,0,0,6397.21
111,296981,295,1,28/10/2013,612,1,0,0,1,4385.55
112,332143,319,1,14/10/2013,863,1,0,0,1,7736.97
113,426553,1002,4,10/04/2014,642,1,0,0,0,5178.72
114,481847,448,6,06/12/2014,544,1,0,0,0,5773.44
115,100496,527,2,03/09/2013,1046,1,0,0,1,10018.92
116,706377,255,5,12/04/2013,652,1,1,0,0,7119.33
117,599169,581,5,04/07/2014,651,1,1,0,0,5991.55
118,55294,185,6,05/01/2013,550,1,0,0,0,5654.62
119,218737,244,6,22/11/2014,538,1,0,0,0,5596.56
120,266706,1082,6,05/01/2013,877,1,0,0,0,6394.9
121,441953,216,5,20/03/2015,837,1,1,0,0,8901.79
122,127184,350,4,05/03/2015,508,1,1,0,0,6397.97
123,312223,748,1,31/03/2014,822,1,1,0,0,10649.41
124,583377,718,1,08/12/2014,962,1,0,0,0,8556.75
125,523743,739,5,21/02/2014,789,1,1,0,0,9111.4
126,476775,614,7,21/12/2014,0,0,0,0,0,0.0
127,620142,673,2,18/02/2014,615,1,1,0,0,7443.17
128,460092,83,1,10/06/2013,367,1,0,0,0,3581.73
129,169260,976,3,18/09/2013,598,1,0,0,0,5209.11
130,177084,637,6,06/04/2013,518,1,0,0,0,5749.3
131,645354,122,2,07/01/2014,714,1,1,0,0,6913.96
132,645737,898,1,24/11/2014,1013,1,1,0,0,11056.99
133,272578,1080,4,26/06/2014,710,1,0,0,0,7567.87
134,600374,291,1,30/03/2015,1290,1,1,0,0,13036.8
135,566038,24,4,03/01/2013,711,1,0,0,1,7091.0
136,381862,1096,7,18/08/2013,0,0,0,0,0,0.0
137,535335,637,5,30/05/2014,860,1,0,0,0,8108.87
138,499411,1002,2,02/06/2015,850,1,1,0,0,8177.59
139,625219,666,1,10/03/2014,497,1,0,0,0,4452.63
140,61823,1089,7,24/11/2013,0,0,0,0,0,0.0
141,653471,334,6,31/08/2013,515,1,0,0,0,4884.71
142,441789,300,6,30/08/2014,951,1,0,0,1,7650.0
143,155435,207,1,22/09/2014,1166,1,0,0,0,8977.74
144,226567,683,3,27/05/2015,854,1,0,0,0,8143.4
145,107330,1094,2,14/05/2013,394,1,1,0,0,4883.29
146,149417,700,4,09/07/2015,576,1,0,0,0,5039.5
147,191690,959,2,26/08/2014,744,1,0,0,0,6237.62
148,146544,766,7,22/06/2014,0,0,0,0,0,0.0
149,383603,1011,6,08/06/2013,977,1,0,0,0,7713.11
150,452941,570,5,13/12/2013,676,1,0,0,0,7068.04
151,629103,685,2,10/09/2013,689,1,1,0,0,7131.36
152,30258,158,3,16/04/2014,681,1,1,0,1,7798.64
153,219501,66,5,29/05/2015,522,1,0,0,1,5208.04
154,528607,76,2,30/07/2013,1080,1,1,0,0,9596.8
155,397525,572,3,16/10/2013,458,1,0,0,0,4860.01
156,314281,184,6,11/10/2014,510,1,0,0,0,5193.755
157,489418,1034,5,06/12/2013,775,1,1,0,0,6666.535
158,182776,559,7,11/08/2013,0,0,0,0,0,0.0
159,335928,862,2,23/12/2014,1561,1,0,0,1,14768.9
160,198358,171,2,11/11/2014,962,1,1,0,0,9748.86
161,400219,33,7,07/12/2014,0,0,0,0,0,0.0
162,427476,936,4,27/11/2014,963,1,1,0,0,8816.52
163,31892,948,2,18/02/2014,1682,1,1,0,0,7529.94
164,109374,371,6,04/05/2013,551,1,0,0,0,5491.67
165,385320,242,1,05/05/2014,378,1,1,0,0,4689.64
166,517169,133,5,17/01/2014,622,1,0,0,0,5665.88
167,369733,1031,1,15/12/2014,681,1,1,0,0,8154.72
168,71343,850,4,07/02/2013,710,1,1,0,0,6978.25
169,42363,860,5,05/06/2015,833,1,1,0,0,6808.16
170,612665,836,6,06/07/2013,301,1,0,0,0,2530.45
171,428563,965,6,30/11/2013,908,1,0,0,0,7712.54
172,610249,1096,1,26/01/2015,763,1,1,0,0,7903.15
173,669222,504,3,03/09/2014,836,1,1,0,1,8043.54
174,484348,230,1,30/12/2013,1327,1,0,0,1,13280.82
175,194089,826,1,02/12/2013,1170,1,1,0,0,11309.12
176,328888,975,2,30/07/2013,767,1,1,0,1,8063.76
177,485880,602,2,28/10/2014,547,1,0,0,1,4948.57
178,699868,953,5,19/09/2014,553,1,1,0,0,5360.7
179,265929,187,6,02/11/2013,491,1,0,0,0,4461.46
180,154648,792,5,18/10/2013,599,1,0,0,0,5261.98
181,376328,1035,4,27/11/2014,744,1,1,0,0,7090.31
182,530275,523,3,29/07/2015,1515,1,1,0,1,12440.19
183,441109,723,4,04/04/2013,461,1,0,0,1,4803.75
184,26050,1025,7,26/05/2013,0,0,0,0,0,0.0
185,247671,18,7,04/01/2015,0,0,0,0,0,0.0
186,615467,997,3,03/09/2014,378,1,1,0,1,4782.59
187,267972,400,6,05/10/2013,805,1,0,0,0,5910.58
188,22318,1047,2,09/07/2013,491,1,0,0,0,4206.45
189,430083,819,1,02/09/2013,472,1,0,0,0,4674.15
190,510014,668,1,02/06/2014,1562,1,1,0,0,13119.37
191,343803,585,4,22/01/2015,666,1,0,0,0,4596.93
192,85161,99,1,10/03/2014,404,1,0,0,0,3858.57
193,505852,965,6,22/11/2014,847,1,0,0,0,7832.8
194,266131,590,4,21/02/2013,376,1,1,0,0,4646.76
195,397091,709,2,02/06/2015,1682,1,1,0,0,13087.84
196,112013,58,7,20/10/2013,0,0,0,0,0,0.0
197,492019,409,7,09/02/2014,0,0,0,0,0,0.0
198,73240,850,6,04/04/2015,826,1,0,0,0,7748.7
199,203948,1058,3,06/03/2013,737,1,1,0,0,7427.52
200,603210,1067,7,13/04/2014,0,0,0,0,0,0.0
201,82813,777,1,21/04/2014,0,0,0,b,1,0.0
202,634511,155,3,21/05/2014,632,1,1,0,0,7055.8
203,28171,598,1,29/06/2015,871,1,1,0,0,7835.89
204,198571,493,2,01/07/2014,902,1,1,0,0,9693.58
205,70073,628,7,03/08/2014,0,0,0,0,1,0.0
206,551321,524,1,30/12/2013,1193,1,0,0,1,12105.77
207,509286,966,4,04/04/2013,585,1,0,0,1,4213.94
208,24413,1022,5,27/12/2013,791,1,0,0,1,6569.06
209,367168,380,3,05/03/2014,1720,1,1,0,0,18845.6
210,103724,132,3,14/01/2015,579,1,1,0,0,6556.22
211,704886,400,5,26/06/2015,999,1,0,0,0,7513.09
212,568270,988,4,29/08/2013,790,1,1,0,0,6459.19
213,627934,906,2,19/03/2013,1476,1,1,0,0,14040.77
214,520091,1028,2,05/11/2013,689,1,1,0,0,6449.25
215,505933,1100,6,23/03/2013,484,1,0,0,0,4360.16
216,67603,759,1,14/01/2013,607,1,0,0,0,4977.93
217,96570,223,1,27/10/2014,716,1,0,0,0,6217.52
218,696883,936,7,15/03/2015,0,0,0,0,0,0.0
219,216455,780,6,11/07/2015,341,1,0,0,0,3156.58
220,472114,259,5,28/11/2014,2677,1,1,0,0,13253.3
221,437836,131,6,09/11/2013,582,1,0,0,0,5433.6
222,467331,251,3,28/01/2015,2241,1,1,0,0,18459.18
223,423483,1079,6,17/01/2015,517,1,0,0,0,5560.53
224,533535,1003,3,05/03/2014,1029,1,1,0,0,8623.71
225,82465,980,4,05/09/2013,450,1,0,0,0,5048.12
226,245480,654,2,27/01/2015,766,1,1,0,0,7721.72
227,155723,966,4,25/07/2013,517,1,0,0,1,4062.69
228,167485,1020,1,22/09/2014,929,1,0,0,0,7263.73
229,574217,969,3,19/03/2014,610,1,1,0,0,5415.82
230,307718,1038,2,07/04/2015,490,1,0,0,1,4901.91
231,250666,516,3,09/07/2014,453,1,0,0,1,4141.11
232,233447,733,1,14/01/2013,3171,1,0,0,0,13651.31
233,9408,595,6,31/05/2014,1881,1,0,0,0,15310.74
234,532318,260,3,16/07/2014,962,1,1,0,1,8168.49
235,213221,768,6,02/02/2013,1251,1,0,0,0,11199.34
236,149118,940,1,14/01/2013,627,1,0,0,0,5402.44
237,643815,364,4,27/06/2013,563,1,0,0,0,4191.35
238,205464,506,3,22/07/2015,763,1,0,0,1,6891.17
239,172737,671,3,29/05/2013,507,1,1,0,1,6172.29
240,358803,300,6,24/01/2015,862,1,0,0,0,7403.78
241,432064,84,2,17/06/2014,1563,1,1,0,0,15658.08
242,243176,219,4,07/05/2015,455,1,1,0,0,3690.72
243,165487,934,5,22/03/2013,764,1,1,0,0,7348.38
244,206630,125,3,01/04/2015,1906,1,1,0,1,16202.91
245,380228,176,3,04/12/2013,757,1,1,0,0,7031.31
246,278339,223,2,26/11/2013,675,1,0,0,0,5821.25
247,125602,326,1,14/07/2014,429,1,1,0,0,5642.69
248,707930,339,2,27/08/2013,745,1,1,0,0,6061.87
249,647013,872,3,08/04/2015,659,1,0,0,1,6302.31
250,404917,579,7,23/11/2014,0,0,0,0,0,0.0
251,607690,974,5,28/02/2014,1599,1,0,0,0,11700.34
252,63394,979,7,12/04/2015,0,0,0,0,0,0.0
253,334403,880,3,04/06/2014,806,1,1,0,0,7563.41
254,440195,910,7,31/03/2013,0,0,0,0,0,0.0
255,87636,1084,6,04/07/2015,614,1,0,0,0,5534.11
256,189540,92,5,12/06/2015,453,1,0,0,0,4429.77
257,18218,14,6,20/06/2015,402,1,0,0,0,3861.39
258,396021,587,1,30/12/2013,960,1,0,0,1,9196.17
259,442052,230,4,24/10/2013,856,1,1,0,0,7194.4
260,397202,689,6,15/03/2014,589,1,0,0,0,5773.58
261,251121,599,1,13/05/2013,1096,1,1,0,0,11742.94
262,463013,596,7,22/12/2013,0,0,0,0,0,0.0
263,655331,576,1,11/03/2013,749,1,0,0,0,5250.67
264,327407,141,4,26/06/2014,493,1,0,0,0,4014.72
265,355157,751,1,21/04/2014,0,0,0,b,1,0.0
266,654124,877,5,01/03/2013,925,1,0,0,0,7085.52
267,602473,375,2,23/04/2013,948,1,1,0,0,8826.94
268,414480,230,1,08/12/2014,988,1,0,0,0,7634.37
269,574764,545,3,22/01/2014,1087,1,1,0,0,11002.47
270,136740,1022,1,04/03/2013,1093,1,1,0,0,10055.76
271,240843,597,3,20/08/2014,756,1,1,0,1,5596.75
272,130323,559,7,08/06/2014,0,0,0,0,0,0.0
273,688030,1024,6,18/07/2015,825,1,0,0,0,6414.68
274,43133,36,2,17/03/2015,1205,1,1,0,0,11561.51
275,172856,702,2,28/05/2013,351,1,1,0,1,4541.03
276,446048,623,7,10/02/2013,0,0,0,0,0,0.0
277,36534,105,4,17/10/2013,483,1,0,0,0,4138.6
278,612801,902,2,19/11/2013,648,1,1,0,0,6383.64
279,256750,11,6,11/04/2015,786,1,0,0,0,8008.54
280,623446,1039,5,28/06/2013,629,1,0,0,0,5835.37
281,63314,102,1,16/02/2015,1174,1,1,0,0,10457.33
282,238452,543,5,18/10/2013,175,1,0,0,1,1654.38
283,43919,827,4,02/01/2014,1910,1,0,0,1,13868.67
284,258378,110,3,08/10/2014,647,1,1,0,0,6201.67
285,59774,945,1,05/01/2015,698,1,1,0,1,8274.61
286,31637,582,3,12/03/2014,749,1,0,0,0,6269.35
287,673741,554,4,16/01/2014,428,1,0,0,0,3902.1
288,659942,486,2,08/07/2014,384,1,0,0,1,3700.12
289,349639,637,6,15/02/2014,520,1,0,0,0,6017.22
290,394865,806,5,31/01/2014,578,1,0,0,0,6047.6
291,255648,887,6,21/06/2014,462,1,0,0,0,4746.72
292,379128,374,6,04/04/2015,668,1,0,0,0,7030.59
293,540897,1025,5,04/01/2013,804,1,0,0,1,6441.45
294,662220,638,2,06/08/2013,431,1,0,0,1,4664.81
295,160268,123,6,09/05/2015,490,1,0,0,0,4934.37
296,654290,905,4,19/02/2015,1108,1,1,0,0,8059.04
297,599039,536,5,05/04/2013,989,1,0,0,1,8836.1
298,651027,763,7,01/02/2015,0,0,0,0,0,0.0
299,553569,191,6,10/08/2013,694,1,0,0,0,6952.66
300,271750,957,4,20/02/2014,948,1,1,0,0,8369.04
301,709864,268,4,04/06/2015,618,1,1,0,0,5704.39
302,300796,654,6,07/09/2013,266,1,0,0,0,2567.14
303,413674,612,6,07/09/2013,388,1,0,0,0,4079.78
304,8402,747,3,27/08/2014,567,1,0,0,1,5701.87
305,310059,656,6,18/05/2013,380,1,0,0,0,3085.19
306,319105,368,5,05/04/2013,592,1,0,0,1,6488.54
307,689752,959,3,18/09/2013,552,1,0,0,0,4234.97
308,516276,329,2,03/02/2015,708,1,1,0,0,8676.152666666669
309,338342,97,3,22/07/2015,535,1,0,0,1,5139.15
310,666229,314,2,13/08/2013,661,1,1,0,1,7017.14
311,8353,463,7,11/01/2015,0,0,0,0,0,0.0
312,386012,258,1,20/05/2013,0,0,0,a,0,0.0
313,471619,283,3,13/11/2013,621,1,0,0,0,5701.63
314,612347,556,1,15/04/2013,754,1,0,0,0,5483.34
315,514445,388,5,24/01/2014,1211,1,1,0,0,10673.36
316,396179,67,3,03/09/2014,837,1,1,0,1,9391.87
317,590638,725,5,16/01/2015,677,1,1,0,0,7032.96
318,683448,219,4,06/06/2013,416,1,1,0,0,3184.05
319,218062,1077,2,10/02/2015,479,1,0,0,0,4349.2
320,706606,322,4,23/05/2013,589,1,0,0,0,4918.28
321,453487,814,3,20/02/2013,581,1,1,0,1,6397.46
322,240904,134,7,30/06/2013,0,0,0,0,0,0.0
323,326681,54,4,11/07/2013,657,1,0,0,0,6323.8
324,272937,662,5,26/04/2013,854,1,1,0,0,9147.9
325,11415,126,7,19/04/2015,0,0,0,0,0,0.0
326,436957,1001,6,30/11/2013,471,1,0,0,0,4464.77
327,171033,657,4,13/02/2014,598,1,0,0,0,4731.76
328,632521,590,4,14/03/2013,319,1,0,0,0,3425.13
329,179002,193,3,25/12/2013,0,0,0,c,1,0.0
330,345971,168,6,21/09/2013,465,1,0,0,0,4463.47
331,463457,16,1,22/07/2013,839,1,0,0,0,6506.69
332,674866,244,1,04/02/2013,738,1,1,0,0,7643.02
333,479231,545,7,08/02/2015,0,0,0,0,0,0.0
334,369184,1032,6,19/01/2013,492,1,0,0,0,4823.76
335,564608,290,5,31/05/2013,987,1,1,0,0,9113.64
336,421305,548,4,24/01/2013,335,1,1,0,0,4137.556666666666
337,312789,733,1,04/08/2014,3508,1,1,0,1,16859.45
338,548456,654,4,06/06/2013,716,1,1,0,0,6625.57
339,195259,272,6,04/05/2013,377,1,0,0,0,3658.28
340,669573,1017,3,20/03/2013,1176,1,1,0,0,9235.0
341,599293,708,2,20/05/2014,462,1,1,0,0,4517.96
342,33900,819,4,08/01/2015,454,1,1,0,0,5760.18
343,74619,99,3,26/06/2013,372,1,0,0,0,3726.47
344,284898,982,2,10/12/2013,710,1,0,0,0,6508.12
345,402135,683,5,03/04/2015,0,0,1,b,1,0.0
346,447277,194,3,16/10/2013,373,1,0,0,0,4004.36
347,588164,853,2,30/06/2015,1201,1,1,0,0,11703.12
348,456931,53,1,28/04/2014,650,1,1,0,1,7761.42
349,221701,281,4,07/02/2013,508,1,1,0,0,5322.09
350,535271,101,2,02/09/2014,879,1,1,0,0,9138.17
351,171677,440,5,05/06/2015,769,1,1,0,1,7950.43
352,226127,994,2,18/03/2014,435,1,1,0,0,4724.73
353,414979,168,2,30/07/2013,930,1,1,0,1,9376.9
354,500051,48,7,27/10/2013,0,0,0,0,0,0.0
355,329177,652,6,15/02/2014,501,1,0,0,0,4319.7
356,541113,934,6,11/01/2014,474,1,0,0,0,4450.48
357,124681,223,6,29/03/2014,589,1,0,0,0,5419.56
358,284177,378,5,26/12/2014,0,0,0,c,1,0.0
359,90749,865,3,17/07/2013,624,1,1,0,0,7314.01
360,237894,466,5,31/01/2014,861,1,0,0,0,6508.84
361,506152,789,5,14/02/2014,546,1,0,0,0,4458.22
362,622882,61,7,07/06/2015,0,0,0,0,0,0.0
363,34430,765,4,19/12/2013,1068,1,1,0,0,10852.08
364,268594,673,1,23/02/2015,500,1,0,0,0,4753.98
365,368485,258,3,25/06/2014,444,1,0,0,0,4595.24
366,602478,740,3,08/10/2014,499,1,1,0,0,6522.29
367,202788,1080,1,16/09/2013,764,1,0,0,0,8029.505
368,675955,918,5,20/06/2014,661,1,1,0,0,6438.63
369,611958,857,6,22/06/2013,1004,1,0,0,0,7820.58
370,597571,837,1,01/07/2013,482,1,1,0,0,3752.82
371,317074,516,7,01/03/2015,0,0,0,0,0,0.0
372,380943,446,2,27/05/2014,505,1,0,0,0,4058.49
373,649251,835,4,30/05/2013,0,0,1,a,0,0.0
374,386136,140,7,03/02/2013,0,0,0,0,0,0.0
375,411910,207,3,14/08/2013,1584,1,1,0,0,14112.27
376,119756,961,4,29/01/2015,668,1,1,0,0,6066.03
377,251963,772,2,18/03/2014,507,1,1,0,0,3981.2
378,292719,1089,2,02/09/2014,1050,1,1,0,0,10864.44
379,77065,521,3,05/03/2014,421,1,1,0,0,5577.51
380,206967,823,5,17/01/2014,600,1,0,0,0,5720.2
381,521339,436,6,14/09/2013,426,1,0,0,0,3510.91
382,363365,483,7,09/03/2014,0,0,0,0,0,0.0
383,481077,215,2,25/03/2014,333,1,0,0,0,3812.0
384,711386,109,5,29/05/2015,802,1,0,0,0,7072.42
385,66970,858,1,16/12/2013,590,1,1,0,0,7707.2
386,435729,425,4,05/03/2015,501,1,1,0,0,5170.49
387,426284,357,5,24/07/2015,905,1,0,0,1,7242.85
388,435236,255,1,02/02/2015,575,1,1,0,0,6996.59
389,199039,798,6,07/02/2015,343,1,0,0,0,3195.47
390,99250,366,6,23/03/2013,304,1,0,0,0,2823.36
391,580140,534,2,07/04/2015,510,1,0,0,1,4525.17
392,254820,179,5,20/06/2014,1176,1,1,0,0,10551.46
393,155130,258,2,03/09/2013,464,1,0,0,1,4636.79
394,503682,693,5,29/08/2014,384,1,0,0,1,4111.78
395,288534,999,4,24/10/2013,685,1,1,0,1,6865.54
396,67050,834,6,19/04/2014,492,1,0,0,0,5097.08
397,174771,512,4,31/10/2013,1410,1,0,0,1,5622.3
398,442288,818,2,23/04/2013,662,1,1,0,0,6528.2
399,606734,534,6,12/10/2013,606,1,0,0,0,6066.26
400,431156,1084,2,17/12/2013,1099,1,1,0,0,11506.35
401,424121,34,2,10/03/2015,861,1,0,0,0,6825.78
402,557753,101,4,27/03/2014,686,1,0,0,0,5992.66
403,520831,187,1,02/03/2015,885,1,1,0,0,8594.88
404,376589,20,1,23/09/2013,1041,1,1,0,0,9524.88
405,7670,828,7,26/10/2014,0,0,0,0,0,0.0
406,303546,434,1,12/08/2013,823,1,1,0,1,10586.7
407,236740,738,1,04/05/2015,864,1,1,0,0,11181.97
408,145734,351,5,07/03/2014,569,1,1,0,0,6360.785166666666
409,134420,1020,4,30/01/2014,905,1,0,0,0,6628.66
410,691699,86,7,11/08/2013,0,0,0,0,0,0.0
411,233889,266,3,17/06/2015,573,1,1,0,0,5855.74
412,653554,608,5,20/06/2014,1024,1,1,0,0,9977.89
413,481046,708,5,21/02/2014,493,1,1,0,1,4839.1
414,423103,734,3,05/02/2014,605,1,1,0,0,6443.52
415,693486,776,7,07/06/2015,0,0,0,0,0,0.0
416,90193,1060,2,09/04/2013,853,1,1,0,0,7572.85
417,119482,182,2,29/04/2014,507,1,1,0,0,7124.74
418,525167,542,3,16/01/2013,431,1,0,0,0,5085.02
419,239754,602,1,06/05/2013,610,1,0,0,0,5704.0
420,332806,101,4,07/11/2013,777,1,1,0,0,7693.07
421,142056,784,7,30/06/2013,0,0,0,0,0,0.0
422,673000,679,7,17/11/2013,0,0,0,0,0,0.0
423,567353,535,4,14/08/2014,793,1,0,0,1,6628.63
424,696641,844,4,06/02/2014,516,1,1,0,0,5113.57
425,628766,595,7,24/05/2015,0,0,0,0,0,0.0
426,544695,25,6,30/03/2013,1831,1,0,0,0,12972.49
427,652921,416,3,03/12/2014,1819,1,1,0,0,16067.27
428,436682,539,4,22/01/2015,966,1,0,0,0,8787.39
429,158580,77,3,28/08/2013,642,1,1,0,0,7108.52
430,184394,641,2,09/07/2013,493,1,0,0,0,4340.24
431,523534,445,6,10/01/2015,1201,1,0,0,0,8481.51
432,133026,318,5,03/05/2013,822,1,1,0,0,8231.92
433,296285,394,3,13/11/2013,539,1,0,0,0,5490.24
434,14477,761,5,07/02/2014,1014,1,1,0,1,9500.26
435,130799,706,2,28/07/2015,578,1,1,0,0,7009.65
436,17306,41,5,28/02/2014,433,1,0,0,0,5355.46
437,617975,894,1,07/07/2014,958,1,0,0,1,6825.33
438,668657,169,6,03/05/2014,801,1,0,0,0,7225.04
439,460228,1012,1,09/06/2014,0,0,0,a,0,0.0
440,26534,310,4,29/08/2013,868,1,1,0,0,8917.54
441,8504,1003,3,22/01/2014,847,1,1,0,0,7341.14
442,253700,970,3,28/08/2013,429,1,1,0,0,3825.32
443,586553,239,5,27/09/2013,627,1,1,0,0,5716.25
444,463307,998,1,16/03/2015,647,1,1,0,0,6690.05
445,245670,278,5,14/06/2013,692,1,0,0,0,6201.56
